Date,Time,Load,Temperature,Wind Speed
2/16/2004,7:00:00 AM,68.71102076,29.02742963,0.537330501
2/16/2004,8:00:00 AM,66.69277809,34.73445745,-0.068234537
2/16/2004,9:00:00 AM,61.06677856,41.74172611,0.782175949
2/16/2004,10:00:00 AM,67.02149454,48.03749002,0.762063902
2/16/2004,11:00:00 AM,57.89330437,53.36002436,3.008585322
2/16/2004,12:00:00 PM,63.56215101,56.8299217,0.888428698
2/16/2004,1:00:00 PM,59.75876292,58.76764483,2.44140839
2/16/2004,2:00:00 PM,57.06954641,59.34625941,6.686597305
2/16/2004,3:00:00 PM,56.28551282,62.68058077,2.834646171
2/16/2004,4:00:00 PM,61.47185952,61.89019708,-0.104695112
2/16/2004,5:00:00 PM,78.95739394,58.20347427,3.035427151
2/16/2004,6:00:00 PM,93.74266491,53.06434376,2.560467095
2/16/2004,7:00:00 PM,88.14723337,55.81244684,6.555631485
2/16/2004,8:00:00 PM,82.33621584,50.51559175,5.528927495
2/16/2004,9:00:00 PM,67.45032401,49.01012423,5.661864112
2/16/2004,10:00:00 PM,49.61177741,47.93244239,5.549685058
2/16/2004,11:00:00 PM,32.427433,45.23818352,7.563331341
2/17/2004,12:00:00 AM,15.95283674,44.94475015,9.324020153
2/17/2004,1:00:00 AM,14.15363568,43.33361917,3.675889734
2/17/2004,2:00:00 AM,-1.875135971,40.05968327,-0.992173711
2/17/2004,3:00:00 AM,7.628524891,39.97994779,0.731114013
2/17/2004,4:00:00 AM,10.01190554,40.07988707,3.876478962
2/17/2004,5:00:00 AM,24.01443758,42.22403287,0.959112863
2/17/2004,6:00:00 AM,53.15565318,38.26195877,7.034758272
2/17/2004,7:00:00 AM,65.26532403,40.67697697,-0.943692139
2/17/2004,8:00:00 AM,70.03803861,40.17297547,5.192252824
2/17/2004,9:00:00 AM,71.86313468,42.79673555,-0.082492881
2/17/2004,10:00:00 AM,67.68130848,45.25826904,0.590601589
2/17/2004,11:00:00 AM,62.91982975,48.4473481,4.544667723
2/17/2004,12:00:00 PM,63.0982403,53.83633474,6.948690994
2/17/2004,1:00:00 PM,58.45325887,58.21232816,10.63919986
2/17/2004,2:00:00 PM,57.02167072,61.03726455,11.68649044
2/17/2004,3:00:00 PM,61.1697585,65.3096525,12.8501107
2/17/2004,4:00:00 PM,63.01452085,63.71706922,11.79392431
2/17/2004,5:00:00 PM,74.65192294,59.35258593,14.98894321
2/17/2004,6:00:00 PM,92.69921409,56.8181275,11.12344024
2/17/2004,7:00:00 PM,87.88805832,54.78825232,6.644310698
2/17/2004,8:00:00 PM,82.93901892,53.12365938,6.747791747
2/17/2004,9:00:00 PM,67.83071354,50.69268995,5.965935824
2/17/2004,10:00:00 PM,45.87121256,49.93510162,9.020956115
2/17/2004,11:00:00 PM,26.52381504,44.96874396,7.024585643
2/18/2004,12:00:00 AM,16.63236704,45.81283541,8.364519062
2/18/2004,1:00:00 AM,11.7642408,44.77251056,5.651637923
2/18/2004,2:00:00 AM,7.142879283,48.74988404,12.71769719
2/18/2004,3:00:00 AM,5.784678805,46.27446306,5.764533763
2/18/2004,4:00:00 AM,12.46244147,44.75089281,9.446676785
2/18/2004,5:00:00 AM,22.50889009,42.40250346,9.456696112
2/18/2004,6:00:00 AM,47.60773789,36.24527347,0.985562023
2/18/2004,7:00:00 AM,60.61043807,32.0428937,5.204418253
2/18/2004,8:00:00 AM,63.90045224,45.35954097,5.687055442
2/18/2004,9:00:00 AM,65.27809872,48.32851597,-0.850247574
2/18/2004,10:00:00 AM,63.18649456,49.80229582,8.395941798
2/18/2004,11:00:00 AM,60.2007381,51.79658079,10.66839457
2/18/2004,12:00:00 PM,57.48652231,52.22772475,5.858817868
2/18/2004,1:00:00 PM,56.2937534,53.36751842,12.51476222
2/18/2004,2:00:00 PM,54.30483242,55.18722383,9.235682294
2/18/2004,3:00:00 PM,57.40837045,54.41250549,13.35336286
2/18/2004,4:00:00 PM,61.64110652,54.32660761,14.87656093
2/18/2004,5:00:00 PM,72.30782485,51.92868802,7.952780281
2/18/2004,6:00:00 PM,87.48160057,49.53745294,9.029986594
2/18/2004,7:00:00 PM,87.01748379,47.56607395,4.406095006
2/18/2004,8:00:00 PM,81.34587565,47.99940269,2.056662141
2/18/2004,9:00:00 PM,66.56476446,45.48290205,0.112029266
2/18/2004,10:00:00 PM,50.3170556,41.87042116,-0.230306
2/18/2004,11:00:00 PM,27.4713794,39.76417944,-0.035847064
2/19/2004,12:00:00 AM,17.94189314,37.25261057,0.340621393
2/19/2004,1:00:00 AM,11.65514584,37.03669532,0.294495363
2/19/2004,2:00:00 AM,8.151337671,37.23283097,0.327988075
2/19/2004,3:00:00 AM,9.792035638,38.59196134,0.517787302
2/19/2004,4:00:00 AM,11.61972038,37.95439985,0.963408985
2/19/2004,5:00:00 AM,25.02049059,38.95370381,3.905780187
2/19/2004,6:00:00 AM,52.46831616,38.07228771,2.098436589
2/19/2004,7:00:00 AM,65.04139833,38.58068394,-0.702944869
2/19/2004,8:00:00 AM,72.37966446,38.60319303,-0.328322525
2/19/2004,9:00:00 AM,72.60179056,40.01313158,-0.958402714
2/19/2004,10:00:00 AM,72.37108065,43.11860814,2.422076805
2/19/2004,11:00:00 AM,71.21689976,45.51145474,6.532265129
2/19/2004,12:00:00 PM,67.11733158,48.46340619,8.518800676
2/19/2004,1:00:00 PM,70.27667686,50.3716159,10.49618051
2/19/2004,2:00:00 PM,66.95915734,49.01887609,7.588763369
2/19/2004,3:00:00 PM,64.3932976,52.50948336,8.142808249
2/19/2004,4:00:00 PM,71.08699818,52.73196649,9.573710919
2/19/2004,5:00:00 PM,80.12144214,51.78804935,6.781224027
2/19/2004,6:00:00 PM,96.90912705,51.94295545,3.653516042
2/19/2004,7:00:00 PM,92.97013824,47.56099642,4.789438672
2/19/2004,8:00:00 PM,85.63517652,47.20731277,3.996197648
2/19/2004,9:00:00 PM,72.80458141,45.5589721,0.337269217
2/19/2004,10:00:00 PM,54.52062342,45.56222376,0.483988228
2/19/2004,11:00:00 PM,32.52873885,39.28654802,-0.834433374
